,DBN,School Name,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent HRA Eligible,Teacher Percent - White,Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Percent Households on SNAP/Food Stamps,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT,college_persistence_ranking,log_dropout_rate,log_temp_housing,log_percent_overage,log_enrollment,log_nearby_student_distance,log_household_income
299,20K505,franklin delano roosevelt high school,0.407,0.593,0.0,0.286,0.18,0.854,0.736,0.479,0.238,0.347,0.136,0.486,8.2,0.808,0.366,0.959,0.00654,0.605,0.459,2.59,3.05,3.39,3.03,2.73,3.14,0.66,0.91,0.16,11204.0,0.165,0.304,0.765,0.083,0.447,0.838,0.238,0.8015,0.495,0.492,20,Brooklyn,0.227,2.815,0.0,0.0,0.0,1.0,Medium,0.10278219464302582,0.07045846364856137,0.07045846364856137,8.089175678837561,0.9555114450274365,11.069337840469915
300,20K609,urban assembly school for leadership and empowerment,1.0,0.0,0.0,0.139,0.133,0.849,0.781,0.583,0.278,0.311,0.0,0.503,2.0,0.854,0.431,0.956,0.00719,0.938,0.677,3.86,4.09,3.8,3.93,2.76,3.79,0.89,0.92,0.34,11204.0,0.165,0.304,0.765,0.083,0.447,0.838,0.238,0.9405,0.296,0.692,20,Brooklyn,0.16,2.995,0.0,0.0,0.0,1.0,High,0.0064789660977090735,0.10345870836822997,0.03246719013750141,5.82600010738045,0.832909122935104,11.069337840469915
301,21K337,international high school at lafayette,0.413,0.587,0.0,0.921,0.014,0.0,0.598,0.522,0.0,0.385,0.138,0.402,0.2,0.957,0.425,0.97,0.00489,0.487,0.489,4.03,3.58,3.72,3.5,3.73,4.05,0.61,0.83,0.38,11214.0,0.1639999999999999,0.32,0.73,0.113,0.5489999999999999,0.863,0.258,0.7785,0.604,0.39,21,Brooklyn,0.104,1.97,0.0,0.0,0.0,0.0,Medium,0.1397619423751586,0.4330802751411378,0.264669298142708,5.877735781779639,0.8754687373538999,11.004646595470813
302,21K344,rachel carson high school for coastal studies,0.476,0.522,0.002,0.205,0.18,0.779,0.689,0.658,0.386,0.483,0.103,0.672,4.2,0.763,0.413,0.947,0.00631,0.962,0.371,3.03,3.33,3.41,3.44,2.55,3.69,0.7,0.75,0.32,11224.0,0.079,0.3389999999999999,0.557,0.2,0.455,0.775,0.434,0.932,0.283,0.703,21,Brooklyn,0.233,2.92,0.0,0.0,0.0,0.0,Medium,0.02078253918252841,0.060153922819747144,0.036331929247390204,6.400257445308821,0.8754687373538999,10.60826681732578
303,21K348,high school of sports management,0.259,0.741,0.0,0.402,0.219,0.906,0.706,0.296,0.078,0.27,0.099,0.336,5.7,0.593,0.484,0.949,0.0045299999999999,0.571,0.307,1.8,2.04,2.72,2.72,2.49,2.08,0.48,0.72,0.12,11214.0,0.1639999999999999,0.32,0.73,0.113,0.5489999999999999,0.863,0.258,0.7985,0.6,0.393,21,Brooklyn,0.038,2.465,0.0,0.0,0.0,0.0,Low,0.15828497896571328,0.08065790301745454,0.18065349969325759,5.8111409929767,0.8754687373538999,11.004646595470813
304,21K410,abraham lincoln high school,0.459,0.541,0.0,0.15,0.161,0.818,0.746,0.521,0.459,0.183,0.097,0.51,19.1,0.868,0.596,0.961,0.00726,0.606,0.432,3.88,3.99,3.67,3.6,2.42,3.37,0.76,0.91,0.12,11235.0,0.057,0.496,0.759,0.15,0.623,0.865,0.2289999999999999,0.8975,0.694,0.295,21,Brooklyn,0.08,2.74,0.0,0.0,0.0,0.0,Medium,0.05685281159278279,0.08984070399978955,0.04114194333117521,7.649216319820633,1.4816045409242156,11.023877640745798
305,21K468,kingsborough early college school,0.525,0.475,0.0,0.026,0.177,0.712,0.645,0.739,0.021,0.355,0.849,0.863,8.2,0.826,0.422,0.96,0.00797,0.991,0.637,4.78,4.78,3.85,4.81,3.59,3.97,0.76,0.77,0.14,11214.0,0.1639999999999999,0.32,0.73,0.113,0.5489999999999999,0.863,0.258,0.9905,0.598,0.38,21,Brooklyn,0.241,3.04,0.0,0.0,0.0,1.0,Medium,0.0,0.05259245011917063,0.001998002662673058,6.049733455231958,0.8754687373538999,11.004646595470813
306,21K525,edward r. murrow high school,0.574,0.425,0.001,0.078,0.182,0.646,0.554,0.585,0.276,0.359,0.134,0.59,11.5,0.853,0.312,0.962,0.00773,0.796,0.664,3.4736402569593148,3.612055674518201,3.7,3.56,3.442935982339956,3.45,0.64,0.22,0.11,11230.0,0.085,0.426,0.5529999999999999,0.13,0.407,0.833,0.245,0.857,0.42,0.5529999999999999,21,Brooklyn,0.352,3.04,0.0,0.0,0.0,1.0,High,0.04018178963283176,0.07510747248680547,0.01980262729617973,8.195057690895078,1.1631508098056809,11.082942229048339
307,21K540,john dewey high school,0.519,0.481,0.0,0.187,0.161,0.812,0.734,0.68,0.226,0.375,0.089,0.515,2.1,0.856,0.296,0.963,0.0069099999999999,0.796,0.589,3.02,3.51,3.59,3.79,2.64,3.58,0.59,0.65,0.33,11223.0,0.1369999999999999,0.336,0.617,0.11,0.475,0.88,0.2739999999999999,0.8400000000000001,0.515,0.462,21,Brooklyn,0.245,2.9,0.0,0.0,0.0,1.0,Medium,0.0769610411361284,0.08801087732271339,0.04688358589885046,7.688455356549944,1.1314021114911006,11.024464543059716
308,21K559,life academy high school for film and music,0.51,0.49,0.0,0.275,0.215,0.892,0.721,0.529,0.741,0.211,0.0,0.741,8.0,0.824,0.485,0.947,0.00592,0.514,0.525,3.05,3.8,3.31,3.58,3.442935982339956,3.45,0.61,0.39,0.13,11214.0,0.1639999999999999,0.32,0.73,0.113,0.5489999999999999,0.863,0.258,0.9045,0.6880000000000001,0.307,21,Brooklyn,0.114,2.74,0.0,0.0,0.0,0.0,Medium,0.06719124954032338,0.12221763272424911,0.10345870836822997,5.5134287461649825,0.8754687373538999,11.004646595470813
309,21K572,leaders high school,0.455,0.545,0.0,0.146,0.183,0.782,0.704,0.533,0.045,0.606,0.0,0.712,7.1,0.833,0.447,0.957,0.0075599999999999,0.978,0.5,4.79,4.57,3.96,4.57,4.17,3.8,0.73,0.83,0.24,11214.0,0.1639999999999999,0.32,0.73,0.113,0.5489999999999999,0.863,0.258,0.955,0.516,0.436,21,Brooklyn,0.233,2.89,0.0,0.0,1.0,0.0,Medium,0.04018178963283176,0.06109509935981083,0.036331929247390204,5.937536205082426,0.8754687373538999,11.004646595470813
310,21K620,william e. grady career and technical education high school,0.274,0.726,0.0,0.161,0.34,0.804,0.723,0.431,0.352,0.357,0.0,0.43,9.9,0.784,0.566,0.96,0.00697,0.445,0.283,2.51,3.32,3.15,3.61,2.73,3.34,0.63,0.8,0.28,11235.0,0.057,0.496,0.759,0.15,0.623,0.865,0.2289999999999999,0.8354999999999999,0.685,0.307,21,Brooklyn,0.063,2.51,0.0,0.0,0.0,0.0,Low,0.13343763822971663,0.09349034308733897,0.0769610411361284,6.4216222678065185,1.0986122886681098,11.023877640745798
311,21K690,brooklyn studio secondary school,0.483,0.517,0.0,0.168,0.193,0.797,0.698,0.758,0.186,0.333,0.046,0.405,12.8,0.773,0.37,0.952,0.00705,0.545,0.547,3.31,2.73,3.58,2.76,2.48,2.69,0.81,0.68,0.14,11214.0,0.1639999999999999,0.32,0.73,0.113,0.5489999999999999,0.863,0.258,0.896,0.359,0.636,21,Brooklyn,0.205,2.805,0.0,0.0,0.0,0.0,Medium,0.033192967355763964,0.03825871211709027,0.014888612493750559,6.298949246855942,0.47000362924573563,11.004646595470813
312,22K405,midwood high school,0.549,0.45,0.0,0.04,0.156,0.653,0.584,0.604,0.355,0.49,0.022,0.618,1.1,0.775,0.281,0.955,0.0084,0.812,0.772,3.06,3.03,3.18,2.98,1.77,3.54,0.66,0.57,0.21,11210.0,0.047,0.389,0.332,0.108,0.408,0.901,0.162,0.9595,0.355,0.628,22,Brooklyn,0.599,3.39,0.0,0.0,0.0,1.0,High,0.022250608934819723,0.042101176018635326,0.009950330853168092,8.309676895987726,1.2237754316221157,11.325450652935473
313,22K425,james madison high school,0.45,0.55,0.0,0.118,0.141,0.65,0.555,0.698,0.234,0.366,0.108,0.499,10.1,0.92,0.359,0.958,0.00752,0.856,0.633,2.73,2.82,3.39,3.3,3.51,3.51,0.67,0.84,0.27,11229.0,0.075,0.414,0.594,0.104,0.4679999999999999,0.8640000000000001,0.203,0.9185,0.29,0.7,22,Brooklyn,0.323,3.125,0.0,0.0,0.0,1.0,Medium,0.044495239886551304,0.07045846364856137,0.024692612590371414,8.190631680903538,0.8754687373538999,11.195471234184778
314,22K535,leon m. goldstein high school for the sciences,0.547,0.45,0.003,0.03,0.173,0.51,0.418,0.667,0.558,0.444,0.262,0.732,11.0,0.933,0.201,0.962,0.00852,0.941,0.795,2.96,2.9,3.33,3.39,3.26,3.32,0.71,0.73,0.13,11235.0,0.057,0.496,0.759,0.15,0.623,0.865,0.2289999999999999,0.968,0.303,0.677,22,Brooklyn,0.742,3.515,0.0,0.0,0.0,1.0,High,0.012669403100662925,0.026641930946421092,0.01291622526654623,6.889591308354466,1.6486586255873816,11.023877640745798
315,22K555,brooklyn college academy,0.589,0.411,0.0,0.014,0.158,0.564,0.476,0.412,0.286,0.334,0.579,0.832,4.6,0.941,0.133,0.966,0.00821,0.957,0.786,4.28,4.58,3.98,3.79,3.8,3.58,0.85,0.92,0.34,11218.0,0.073,0.498,0.501,0.091,0.32,0.867,0.153,0.974,0.861,0.134,22,Brooklyn,0.49,3.415,0.0,0.0,0.0,1.0,High,0.02078253918252841,0.04018178963283176,0.002995508979798371,6.450470422144177,1.3083328196501787,11.382361094949111
316,22K611,origins high school,0.417,0.583,0.0,0.261,0.169,0.831,0.778,0.526,0.456,0.315,0.126,0.488,0.8,0.737,0.595,0.952,0.00682,0.561,0.434,3.35,3.89,3.25,3.68,3.49,3.06,0.53,0.71,0.16,11235.0,0.057,0.496,0.759,0.15,0.623,0.865,0.2289999999999999,0.9155,0.395,0.596,22,Brooklyn,0.078,2.76,0.0,0.0,0.0,1.0,Medium,0.03343477608623742,0.08801087732271339,0.07603468627599758,6.100318952020064,0.5306282510621704,11.023877640745798
317,23K493,brooklyn collegiate: a college board school,0.46,0.54,0.0,0.072,0.23,0.861,0.794,0.333,0.233,0.266,0.326,0.552,8.2,0.583,0.554,0.965,0.00707,0.77,0.292,2.97,3.12,3.16,3.75,3.53,3.06,0.92,0.95,0.23,11233.0,0.062,0.311,0.201,0.124,0.244,0.8240000000000001,0.267,0.8755,0.885,0.0289999999999999,23,Brooklyn,0.023,2.37,0.0,0.0,0.0,0.0,Low,0.0718554371004281,0.13627761829254773,0.10074990310014315,6.035481432524756,0.6931471805599453,10.96496894286603
318,23K514,frederick douglass academy vii high school,0.489,0.511,0.0,0.072,0.269,0.903,0.825,0.333,0.327,0.359,0.0,0.552,16.7,0.5,0.32,0.973,0.00715,0.661,0.423,3.31,3.58,3.72,3.72,4.1,3.34,0.92,0.95,0.84,11212.0,0.081,0.157,0.218,0.151,0.336,0.804,0.435,0.9675,0.928,0.022,23,Brooklyn,0.032,2.465,0.0,0.0,0.0,0.0,Medium,0.04305948946044701,0.22394323148477402,0.04783732941416006,5.4116460518550396,0.5306282510621704,10.486847768485333
319,23K644,eagle academy for young men ii,0.0,1.0,0.0,0.012,0.271,0.772,0.682,0.156,0.154,0.264,0.0,0.371,15.2,0.933,0.244,0.962,0.00665,0.382,0.35,4.58,4.59,4.39,4.63,4.23,4.55,0.42,0.98,0.28,11233.0,0.062,0.311,0.201,0.124,0.244,0.8240000000000001,0.267,0.964,0.917,0.03,23,Brooklyn,0.059,2.71,0.0,0.0,0.0,1.0,Medium,0.005982071677547469,0.12133228516752496,0.045928931888399735,5.998936561946683,0.8754687373538999,10.96496894286603
320,23K697,teachers preparatory high school,0.458,0.542,0.0,0.182,0.385,0.0,0.891,0.4305543710021322,0.047,0.099,0.0,0.13,0.4,1.0,0.585,0.94,0.0054,0.338,0.049,2.56,2.99,2.72,2.4,3.44,2.43,0.59,0.85,0.24,11212.0,0.081,0.157,0.218,0.151,0.336,0.804,0.435,0.731,0.8440000000000001,0.073,23,Brooklyn,0.059,2.26,0.0,0.0,0.0,0.0,Low,0.1115413747329073,0.29192306670903545,0.14496577025018564,5.262690188904886,0.4054651081081644,10.486847768485333
321,24Q236,international high school for health sciences,0.513,0.487,0.0,0.813,0.041,0.915,0.408,0.5,0.067,0.24,0.0,0.24,10.2,0.864,0.299,0.974,0.00623,0.78,0.456,3.53,3.62,4.02,3.79,3.81,3.89,0.83,0.96,0.82,11373.0,0.172,0.304,0.863,0.076,0.6609999999999999,0.8909999999999999,0.192,0.819,0.809,0.169,24,Queens,0.024,2.005,0.0,0.0,1.0,0.0,Medium,0.1810707748923021,0.3235317253454782,0.16551443847757333,5.5909869805108565,0.7419373447293773,11.119734717737451
322,24Q264,academy of finance and enterprise,0.448,0.552,0.0,0.073,0.116,0.732,0.655,0.471,0.317,0.347,0.0,0.539,11.2,0.784,0.336,0.971,0.00792,0.899,0.747,4.11,3.91,3.57,4.16,3.42,2.66,0.9,0.96,0.66,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.946,0.512,0.293,24,Queens,0.393,3.075,0.0,0.0,0.0,0.0,High,0.005982071677547469,0.05354076692802976,0.02273948696948934,6.80128303447162,1.3862943611198906,11.60482985163972
323,24Q267,high school of applied communication,0.42,0.58,0.0,0.125,0.218,0.826,0.779,0.429,0.55,0.065,0.0,0.559,1.1,0.679,0.422,0.961,0.00649,0.911,0.602,2.96,3.31,3.12,3.25,2.97,2.87,0.73,0.89,0.18,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.9105,0.746,0.218,24,Queens,0.122,2.715,0.0,0.0,0.0,0.0,Medium,0.03729578474369693,0.05259245011917063,0.026641930946421092,5.908082938168931,1.3862943611198906,11.60482985163972
324,24Q293,civic leadership academy,0.541,0.459,0.0,0.105,0.168,0.816,0.767,0.615,0.339,0.361,0.117,0.646,15.2,0.872,0.373,0.956,0.00734,0.89,0.521,3.69,3.0,3.83,3.55,3.05,3.43,0.98,1.0,0.69,11373.0,0.172,0.304,0.863,0.076,0.6609999999999999,0.8909999999999999,0.192,0.9425,0.8,0.196,24,Queens,0.215,2.85,0.0,0.0,0.0,0.0,Medium,0.005982071677547469,0.08801087732271339,0.02078253918252841,6.363028103540465,0.5877866649021191,11.119734717737451
325,24Q296,pan american international high school,0.469,0.531,0.0,0.91,0.019,0.949,0.425,0.226,0.423,0.488,0.171,0.508,2.0,0.807,0.144,0.964,0.005,0.74,0.21,4.07,4.83,4.48,4.33,4.63,4.53,0.86,0.76,0.84,11373.0,0.172,0.304,0.863,0.076,0.6609999999999999,0.8909999999999999,0.192,0.967,0.985,0.004,24,Queens,0.047,1.93,0.0,0.0,0.0,0.0,Low,0.008959741371471801,0.38865798979178323,0.2295231582782488,6.175867270105761,0.5877866649021191,11.119734717737451
326,24Q299,bard high school early college queens,0.627,0.373,0.0,0.007,0.13,0.544,0.467,0.625,0.0,0.272,0.463,0.722,1.1,0.854,0.162,0.99,0.0080299999999999,0.993,0.85,4.78,3.89,3.77,3.01,3.22,3.62,0.54,0.56,0.17,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.993,0.478,0.492,24,Queens,0.856,3.87,0.0,0.0,0.0,1.0,High,0.005982071677547469,0.04114194333117521,0.002995508979798371,6.508769136971681,1.62924053973028,11.60482985163972
327,24Q455,newtown high school,0.428,0.572,0.0,0.284,0.183,0.855,0.692,0.423,0.304,0.387,0.045,0.498,0.1,0.829,0.36,0.957,0.0069999999999999,0.565,0.416,3.07,3.21,3.64,3.79,2.66,3.57,0.52,0.76,0.2,11373.0,0.172,0.304,0.863,0.076,0.6609999999999999,0.8909999999999999,0.192,0.784,0.7170000000000001,0.267,24,Queens,0.093,2.675,0.0,0.0,0.0,0.0,Medium,0.11198850194804728,0.10074990310014315,0.08892620919440149,7.474204806496124,0.6418538861723947,11.119734717737451
328,24Q485,grover cleveland high school,0.445,0.555,0.001,0.263,0.193,0.8,0.649,0.535,0.196,0.38,0.015,0.457,5.1,0.842,0.484,0.957,0.00735,0.735,0.409,2.59,3.47,3.52,3.33,2.86,3.12,0.55,0.78,0.2,11385.0,0.092,0.331,0.586,0.073,0.389,0.912,0.103,0.8405,0.75,0.244,24,Queens,0.076,2.6,0.0,0.0,0.0,0.0,Medium,0.06578774053800315,0.12044615307586726,0.050693114315518165,7.300472814267798,0.6931471805599453,11.351911285121567
329,24Q520,middle college high school at laguardia community college,0.531,0.469,0.0,0.02,0.186,0.735,0.684,0.481,0.0,0.424,0.676,0.751,5.1,0.889,0.319,0.954,0.00836,0.942,0.886,3.7,3.42,3.96,3.36,3.2,3.6,0.58,0.7,0.12,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.9075,0.8190000000000001,0.176,24,Queens,0.074,2.97,0.0,0.0,0.0,0.0,High,0.0358496528936972,0.045928931888399735,0.015873349156290163,6.196444127794521,1.3609765531356006,11.60482985163972
330,24Q530,international high school at laguardia community college,0.52,0.478,0.002,0.815,0.011,0.89,0.478,0.448,0.0,0.361,0.369,0.505,9.1,0.862,0.251,0.957,0.0058499999999999,0.798,0.821,4.28,3.85,4.58,4.29,4.43,3.89,0.67,0.97,0.44,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.9305,0.8150000000000001,0.172,24,Queens,0.073,2.025,0.0,0.0,0.0,0.0,High,0.030044121348376644,0.35907206853845386,0.055434706888100524,6.261491684321042,1.4586150226995167,11.60482985163972
331,24Q550,high school for arts and business,0.569,0.43,0.001,0.088,0.165,0.797,0.741,0.673,0.415,0.419,0.125,0.598,16.1,0.939,0.292,0.961,0.00746,0.906,0.59,3.98,4.51,4.12,3.9,4.0,4.01,0.78,0.96,0.63,11368.0,0.259,0.1369999999999999,0.8540000000000001,0.0969999999999999,0.603,0.8170000000000001,0.2689999999999999,0.972,0.8320000000000001,0.165,24,Queens,0.156,2.865,0.0,0.0,0.0,0.0,Medium,0.007968169649176881,0.08434114843375096,0.015873349156290163,6.6240652277998935,0.8754687373538999,11.147526866075147
332,24Q560,"robert f. wagner, jr. secondary school for arts and technology",0.42,0.58,0.0,0.041,0.173,0.692,0.642,0.581,0.388,0.398,0.0,0.604,8.1,0.767,0.428,0.953,0.0080299999999999,0.768,0.661,3.37,2.98,3.96,3.02,3.29,2.98,0.71,0.52,0.25,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.9735,0.6940000000000001,0.284,24,Queens,0.289,2.975,0.0,0.0,0.0,0.0,High,0.019312311032372884,0.05638033343610769,0.014888612493750559,6.148468295917647,1.1939224684724343,11.60482985163972
333,24Q585,maspeth high school,0.505,0.495,0.0,0.075,0.165,0.671,0.592,0.675,0.433,0.367,0.316,0.716,2.1,0.714,0.401,0.96,0.00802,0.962,0.735,4.48,4.47,3.91,3.7,3.51,4.03,0.98,0.97,0.15,11373.0,0.172,0.304,0.863,0.076,0.6609999999999999,0.8909999999999999,0.192,0.9785,0.59,0.409,24,Queens,0.258,3.01,0.0,0.0,0.0,0.0,High,0.008959741371471801,0.04401688541677426,0.014888612493750559,6.964135612418245,0.9162907318741551,11.119734717737451
334,24Q600,queens technical high school,0.419,0.581,0.0,0.078,0.187,0.814,0.758,0.534,0.155,0.407,0.123,0.519,1.1,0.835,0.278,0.958,0.00792,0.766,0.512,3.05,2.59,3.77,3.18,2.87,3.39,0.94,0.85,0.17,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.8845000000000001,0.848,0.141,24,Queens,0.234,2.87,0.0,0.0,0.0,0.0,Medium,0.030771658666753687,0.06765864847381486,0.010939940038334263,7.208600337960199,1.3609765531356006,11.60482985163972
335,24Q610,aviation career & technical education high school,0.201,0.799,0.0,0.034,0.148,0.681,0.615,0.421,0.231,0.453,0.141,0.551,7.1,0.887,0.155,0.947,0.00832,0.94,0.905,3.88,3.8,4.04,3.78,2.7,3.42,0.77,0.78,0.39,11101.0,0.06,0.625,0.48,0.081,0.386,0.889,0.1169999999999999,0.9835,0.525,0.454,24,Queens,0.666,3.425,0.0,0.0,0.0,0.0,High,0.0,0.04305948946044701,0.003992021269537457,7.604396348796338,1.3862943611198906,11.60482985163972
336,25Q240,veritas academy,0.528,0.472,0.0,0.128,0.193,0.777,0.66,0.6,0.255,0.407,0.0,0.55,3.7,0.933,0.442,0.956,0.00738,0.562,0.532,3.72,3.6,3.84,4.43,2.64,3.63,0.96,0.81,0.42,11354.0,0.123,0.303,0.7929999999999999,0.078,0.669,0.8420000000000001,0.14,0.869,0.7290000000000001,0.222,25,Queens,0.118,2.78,0.0,0.0,0.0,0.0,Medium,0.05211795426210677,0.0944006754214843,0.036331929247390204,6.4425401664681985,1.1939224684724343,10.948259446058822
337,25Q241,queens high school for language studies,0.573,0.427,0.0,0.209,0.062,0.778,0.7,0.286,0.362,0.667,0.0,0.821,1.5,0.893,0.257,0.955,0.00677,0.985,0.705,3.0,4.0,4.04,4.39,3.64,4.37,0.81,0.75,0.78,11354.0,0.123,0.303,0.7929999999999999,0.078,0.669,0.8420000000000001,0.14,0.9515,0.347,0.643,25,Queens,0.485,3.03,0.0,0.0,0.0,1.0,High,0.01340968690991774,0.0769610411361284,0.03825871211709027,6.07993319509559,1.1314021114911006,10.948259446058822
338,25Q252,"queens school of inquiry, the",0.459,0.541,0.0,0.036,0.148,0.536,0.482,0.74,0.275,0.513,0.627,0.807,13.1,0.82,0.28,0.966,0.00639,0.894,0.744,4.69,4.03,4.03,4.49,3.04,3.91,0.78,0.94,0.52,11366.0,0.0819999999999999,0.518,0.6609999999999999,0.1159999999999999,0.474,0.94,0.081,0.9755,0.362,0.625,25,Queens,0.529,3.24,0.0,0.0,0.0,0.0,High,0.03101405352916954,0.03052920503482279,0.0,5.8805329864007,0.5306282510621704,11.651660793601259
339,25Q263,flushing international high school,0.47,0.53,0.0,0.938,0.022,0.908,0.554,0.419,0.0,0.46,0.017,0.46,3.8,0.871,0.409,0.976,0.00516,0.607,0.314,4.5,4.32,4.25,4.36,3.82,4.36,0.85,0.83,0.61,11355.0,0.17,0.228,0.85,0.09,0.7090000000000001,0.8,0.162,0.895,0.676,0.315,25,Queens,0.112,1.915,0.0,0.0,0.0,0.0,Low,0.05638033343610769,0.29117596170603677,0.19309662996191315,6.035481432524756,1.0647107369924282,10.871592443124454
340,25Q281,east-west school of international studies,0.456,0.544,0.0,0.14,0.178,0.743,0.669,0.578,0.371,0.414,0.301,0.599,6.5,0.781,0.195,0.961,0.00726,0.956,0.814,3.54,3.96,4.11,3.83,2.59,3.5,0.94,0.97,0.71,11355.0,0.17,0.228,0.85,0.09,0.7090000000000001,0.8,0.162,0.9775,0.2779999999999999,0.7160000000000001,25,Queens,0.648,3.255,0.0,0.0,0.0,0.0,High,0.029073247485707165,0.03729578474369693,0.009950330853168092,5.991464547107982,0.5877866649021191,10.871592443124454
341,25Q285,world journalism preparatory: a college board school,0.52,0.48,0.0,0.034,0.221,0.507,0.444,0.681,0.466,0.534,0.209,0.662,6.8,0.915,0.366,0.951,0.00694,0.989,0.831,3.54,4.46,3.57,4.15,2.91,3.81,0.83,0.95,0.32,11358.0,0.096,0.359,0.674,0.08,0.504,0.906,0.078,0.9945,0.483,0.5,25,Queens,0.276,3.255,0.0,0.0,0.0,1.0,High,0.02176149178151271,0.03343477608623742,0.010939940038334263,5.883322388488279,1.0647107369924282,11.338822046580658
342,25Q425,john bowne high school,0.495,0.505,0.0,0.196,0.169,0.794,0.683,0.457,0.182,0.395,0.021,0.522,5.3,0.844,0.358,0.95,0.00695,0.747,0.456,3.39,4.21,3.43,3.3,2.87,3.24,0.58,0.68,0.09,11367.0,0.095,0.442,0.608,0.098,0.423,0.877,0.205,0.837,0.643,0.305,25,Queens,0.131,2.785,0.0,0.0,0.0,1.0,Medium,0.047360571359837574,0.08065790301745454,0.054488185284069776,7.999342952713282,1.1939224684724343,11.25011810234925
343,25Q460,flushing high school,0.443,0.557,0.0,0.241,0.176,0.843,0.727,0.409,0.349,0.452,0.1,0.699,0.1,0.852,0.513,0.948,0.0067099999999999,0.752,0.414,2.31,3.36,3.18,3.46,2.97,3.43,0.75,0.54,0.37,11354.0,0.123,0.303,0.7929999999999999,0.078,0.669,0.8420000000000001,0.14,0.85,0.723,0.204,25,Queens,0.102,2.655,0.0,0.0,0.0,0.0,Medium,0.10526051065749292,0.10345870836822997,0.04974209189481401,7.282761179605593,1.1314021114911006,10.948259446058822
344,25Q525,townsend harris high school,0.584,0.415,0.002,0.006,0.141,0.471,0.406,0.621,0.767,0.606,0.227,0.873,6.4,0.908,0.108,0.954,0.00938,0.986,0.941,4.83,4.3,3.5770989010989007,3.61,3.54,3.86,0.16,0.71,0.28,11367.0,0.095,0.442,0.608,0.098,0.423,0.877,0.205,0.997,0.218,0.75,25,Queens,0.885,3.915,0.0,0.0,0.0,1.0,High,0.0,0.02078253918252841,0.001998002662673058,7.188412736496953,1.4350845252893227,11.25011810234925
345,25Q670,robert f. kennedy community high school,0.446,0.554,0.0,0.105,0.169,0.736,0.664,0.757,0.237,0.601,0.141,0.703,0.1,0.946,0.359,0.962,0.00813,0.699,0.57,3.0,3.33,3.8,3.51,3.63,3.92,0.77,0.85,0.26,11366.0,0.0819999999999999,0.518,0.6609999999999999,0.1159999999999999,0.474,0.94,0.081,0.9145,0.597,0.396,25,Queens,0.267,2.79,0.0,0.0,0.0,0.0,Medium,0.013902905168991434,0.07417939817425147,0.02078253918252841,6.345636360828596,1.1939224684724343,11.651660793601259
346,26Q315,business technology early college high school,0.349,0.651,0.0,0.025,0.166,0.593,0.525,0.343,0.228,0.666,0.232,0.761,6.5,0.857,0.436,0.966,0.0074,0.983,0.77,3.18,3.68,3.98,3.62,4.34,4.09,0.84,1.0,0.42,11427.0,0.089,0.347,0.552,0.142,0.488,0.919,0.105,0.992,0.698,0.294,26,Queens,0.185,2.98,0.0,0.0,0.0,0.0,High,0.003992021269537457,0.0620353909194527,0.016857117066422806,6.251903883165888,1.5260563034950492,11.346776425175827
347,26Q415,benjamin n. cardozo high school,0.525,0.474,0.0,0.047,0.157,0.583,0.514,0.601,0.336,0.565,0.021,0.73,7.1,0.902,0.336,0.956,0.00745,0.802,0.732,3.47,3.6,3.27,4.19,2.33,2.72,0.57,0.76,0.14,11364.0,0.089,0.48,0.585,0.096,0.42,0.906,0.068,0.9445,0.4549999999999999,0.525,26,Queens,0.458,3.22,0.0,0.0,0.0,1.0,High,0.01143437762566317,0.042101176018635326,0.02078253918252841,8.029432840581242,1.3609765531356006,11.518688824859332
